category,price,quantity,total_value,age,gender,region,segment,churn,tenure_months,sentiment,sale_year,sale_month,sale_quarter,sale_day_of_week,sale_is_weekend,days_since_last_purchase,avg_order_value,price_per_unit,high_value_customer,bulk_buyer,tenure_years,new_customer,loyal_customer,recent_customer,at_risk_customer,age_group,price_category,total_clv,avg_order_value_customer,order_frequency,clv_per_month,feedback_length,feedback_word_count,gender_encoded,region_encoded,segment_encoded,sentiment_encoded,category_encoded,age_group_encoded,price_category_encoded
Electronics,3000,3,9000,22,Female,West,Consumer,1,59,Neutral,2022,7,3,3,0,353,9000,3000,0,0,4.916666666666667,0,1,0,1,18-25,Low,9100,4550.0,2,151.66666666666666,25,5,0,3,0,1,0,0,1
Office Supplies,100,3,300,39,Female,North,Corporate,0,39,Neutral,2020,1,1,0,0,330,300,100,0,0,3.25,0,1,0,1,36-45,Low,81300,20325.0,4,2032.5,39,6,0,1,1,1,2,2,1
Electronics,45000,5,225000,22,Male,East,Corporate,1,1,Positive,2022,12,4,5,1,208,225000,45000,1,0,0.08333333333333333,1,0,0,1,18-25,High,428000,85600.0,5,214000.0,41,7,1,0,1,2,0,0,0
Electronics,70000,5,350000,63,Male,South,Small Business,0,50,Neutral,2020,7,3,6,1,119,350000,70000,1,0,4.166666666666667,0,1,0,0,55+,Premium,468000,93600.0,5,9176.470588235294,39,6,1,2,2,1,0,4,3
Furniture,8000,1,8000,22,Male,South,Small Business,0,2,Positive,2021,3,1,0,0,144,8000,8000,0,0,0.16666666666666666,1,0,0,0,18-25,Low,443000,88600.0,5,147666.66666666666,27,3,1,2,2,2,1,0,1
Furniture,8000,1,8000,51,Female,North,Small Business,1,39,Negative,2020,11,4,5,1,294,8000,8000,0,0,3.25,0,1,0,1,46-55,Low,68000,22666.67,3,1700.0,29,5,0,1,2,0,1,3,1
Electronics,12000,3,36000,64,Male,South,Small Business,0,34,Neutral,2022,11,4,3,0,30,36000,12000,0,0,2.8333333333333335,0,0,1,0,55+,Medium,159400,31880.0,5,4554.285714285715,27,4,1,2,2,1,0,4,2
Electronics,45000,3,135000,45,Female,South,Corporate,0,36,Neutral,2023,4,2,1,0,211,135000,45000,1,0,3.0,0,1,0,1,36-45,High,794000,158800.0,5,21459.45945945946,32,5,0,2,1,1,0,2,0
Furniture,12000,1,12000,36,Female,West,Corporate,0,23,Negative,2021,4,2,5,1,312,12000,12000,0,0,1.9166666666666667,0,0,0,1,36-45,Medium,512100,102420.0,5,21337.5,40,6,0,3,1,0,1,2,2
Electronics,12000,4,48000,29,Male,East,Consumer,0,3,Neutral,2022,5,2,4,0,33,48000,12000,0,0,0.25,1,0,0,0,26-35,Medium,349000,69800.0,5,87250.0,32,5,1,0,0,1,0,1,2
Electronics,3000,2,6000,31,Female,East,Consumer,0,32,Neutral,2021,12,4,2,0,314,6000,3000,0,0,2.6666666666666665,0,0,0,1,26-35,Low,872000,96888.89,9,26424.242424242424,25,5,0,0,0,1,0,1,1
Electronics,3000,2,6000,50,Female,North,Consumer,0,9,Positive,2020,1,1,0,0,74,6000,3000,0,0,0.75,0,0,0,0,46-55,Low,264000,88000.0,3,26400.0,41,7,0,1,0,2,0,3,1
Electronics,12000,4,48000,27,Female,East,Corporate,0,2,Neutral,2021,4,2,1,0,73,48000,12000,0,0,0.16666666666666666,1,0,0,0,26-35,Medium,128400,25680.0,5,42800.0,32,5,0,0,1,1,0,1,2
Electronics,12000,4,48000,58,Female,West,Corporate,0,43,Positive,2023,12,4,3,0,0,48000,12000,0,0,3.5833333333333335,0,1,1,0,55+,Medium,292300,41757.14,7,6643.181818181818,41,7,0,3,1,2,0,4,2
Electronics,3000,3,9000,39,Female,South,Corporate,1,7,Neutral,2023,3,1,6,1,362,9000,3000,0,0,0.5833333333333334,0,0,0,1,36-45,Low,79000,26333.33,3,9875.0,34,4,0,2,1,1,0,2,1
Electronics,3000,2,6000,41,Female,North,Corporate,0,29,Negative,2020,8,3,4,0,11,6000,3000,0,0,2.4166666666666665,0,0,1,0,36-45,Low,707000,141400.0,5,23566.666666666668,29,5,0,1,1,0,0,2,1
Electronics,70000,1,70000,45,Male,North,Consumer,0,56,Neutral,2023,4,2,1,0,25,70000,70000,0,0,4.666666666666667,0,1,1,0,36-45,Premium,290500,41500.0,7,5096.491228070176,25,5,1,1,0,1,0,2,3
Electronics,45000,3,135000,40,Female,South,Consumer,0,57,Negative,2022,4,2,6,1,91,135000,45000,1,0,4.75,0,1,0,0,36-45,High,260000,52000.0,5,4482.758620689655,29,5,0,2,0,0,0,2,0
Electronics,15000,1,15000,45,Female,South,Consumer,0,44,Neutral,2020,7,3,2,0,147,15000,15000,0,0,3.6666666666666665,0,1,0,0,36-45,Medium,336000,84000.0,4,7466.666666666667,34,4,0,2,0,1,0,2,2
Electronics,25000,4,100000,28,Female,East,Consumer,1,22,Neutral,2020,9,3,4,0,45,100000,25000,0,0,1.8333333333333333,0,0,0,0,26-35,Medium,410000,136666.67,3,17826.08695652174,25,5,0,0,0,1,0,1,2
Electronics,25000,2,50000,27,Male,North,Corporate,0,59,Neutral,2022,3,1,5,1,155,50000,25000,0,0,4.916666666666667,0,1,0,0,26-35,Medium,140000,46666.67,3,2333.3333333333335,32,5,1,1,1,1,0,1,2
Electronics,70000,5,350000,60,Female,West,Consumer,0,11,Negative,2023,5,2,4,0,124,350000,70000,1,0,0.9166666666666666,0,0,0,0,55+,Premium,350300,175150.0,2,29191.666666666668,29,5,0,3,0,0,0,4,3
Electronics,3000,5,15000,33,Male,West,Small Business,0,57,Negative,2022,3,1,1,0,192,15000,3000,0,0,4.75,0,1,0,1,26-35,Low,235400,33628.57,7,4058.6206896551726,29,5,1,3,2,0,0,1,1
Electronics,45000,2,90000,59,Female,West,Corporate,0,11,Neutral,2022,10,4,4,0,102,90000,45000,0,0,0.9166666666666666,0,0,0,0,55+,High,102000,51000.0,2,8500.0,39,6,0,3,1,1,0,4,0
Electronics,12000,4,48000,54,Female,North,Small Business,0,39,Negative,2022,11,4,1,0,268,48000,12000,0,0,3.25,0,1,0,1,46-55,Medium,188800,47200.0,4,4720.0,40,6,0,1,2,0,0,3,2
Furniture,12000,4,48000,48,Male,South,Small Business,0,47,Neutral,2022,1,1,3,0,87,48000,12000,0,0,3.9166666666666665,0,1,0,0,46-55,Medium,253000,42166.67,6,5270.833333333333,32,5,1,2,2,1,1,3,2
Electronics,3000,5,15000,50,Female,West,Consumer,0,25,Positive,2020,5,2,6,1,87,15000,3000,0,0,2.0833333333333335,0,0,0,0,46-55,Low,155000,77500.0,2,5961.538461538462,30,4,0,3,0,2,0,3,1
Electronics,12000,5,60000,42,Female,North,Consumer,0,26,Neutral,2020,9,3,0,0,316,60000,12000,0,0,2.1666666666666665,0,0,0,1,36-45,Medium,474000,79000.0,6,17555.555555555555,27,4,0,1,0,1,0,2,2
Electronics,25000,1,25000,34,Female,East,Small Business,0,54,Neutral,2023,1,1,3,0,322,25000,25000,0,0,4.5,0,1,0,1,26-35,Medium,192000,48000.0,4,3490.909090909091,39,6,0,0,2,1,0,1,2
Electronics,12000,2,24000,56,Female,West,Corporate,0,41,Neutral,2023,3,1,4,0,339,24000,12000,0,0,3.4166666666666665,0,1,0,1,55+,Medium,48000,24000.0,2,1142.857142857143,32,5,0,3,1,1,0,4,2
Furniture,8000,1,8000,31,Male,South,Consumer,0,22,Positive,2020,9,3,0,0,200,8000,8000,0,0,1.8333333333333333,0,0,0,1,26-35,Low,263000,52600.0,5,11434.782608695652,27,3,1,2,0,2,1,1,1
Electronics,70000,5,350000,57,Female,South,Small Business,0,12,Neutral,2022,6,2,4,0,180,350000,70000,1,0,1.0,0,0,0,0,55+,Premium,358000,179000.0,2,27538.46153846154,32,5,0,2,2,1,0,4,3
Furniture,12000,1,12000,29,Male,West,Corporate,0,46,Positive,2020,3,1,6,1,359,12000,12000,0,0,3.8333333333333335,0,1,0,1,26-35,Medium,48000,24000.0,2,1021.2765957446809,41,7,1,3,1,2,1,1,2
Electronics,3000,3,9000,35,Female,South,Small Business,0,44,Neutral,2020,8,3,3,0,4,9000,3000,0,0,3.6666666666666665,0,1,1,0,26-35,Low,139000,46333.33,3,3088.8888888888887,25,5,0,2,2,1,0,1,1
Electronics,3000,1,3000,42,Male,West,Consumer,1,20,Neutral,2023,8,3,6,1,163,3000,3000,0,0,1.6666666666666667,0,0,0,0,36-45,Low,213500,53375.0,4,10166.666666666666,27,4,1,3,0,1,0,2,1
Electronics,15000,4,60000,59,Female,West,Consumer,0,24,Neutral,2023,2,1,5,1,282,60000,15000,0,0,2.0,0,0,0,1,55+,Medium,162500,40625.0,4,6500.0,32,5,0,3,0,1,0,4,2
Electronics,45000,3,135000,49,Male,East,Small Business,0,12,Neutral,2023,1,1,0,0,150,135000,45000,1,0,1.0,0,0,0,0,46-55,High,304300,50716.67,6,23407.69230769231,27,4,1,0,2,1,0,3,0
Furniture,8000,4,32000,37,Female,North,Corporate,0,14,Negative,2022,4,2,5,1,135,32000,8000,0,0,1.1666666666666667,0,0,0,0,36-45,Low,568200,94700.0,6,37880.0,29,5,0,1,1,0,1,2,1
Electronics,12000,5,60000,49,Female,East,Consumer,0,31,Neutral,2020,8,3,6,1,160,60000,12000,0,0,2.5833333333333335,0,0,0,0,46-55,Medium,217000,54250.0,4,6781.25,25,5,0,0,0,1,0,3,2
Electronics,70000,2,140000,31,Female,North,Small Business,0,23,Positive,2022,2,1,1,0,315,140000,70000,1,0,1.9166666666666667,0,0,0,1,26-35,Premium,200000,100000.0,2,8333.333333333334,27,3,0,1,2,2,0,1,3
Electronics,45000,2,90000,20,Female,South,Corporate,0,14,Neutral,2023,8,3,0,0,34,90000,45000,0,0,1.1666666666666667,0,0,0,0,18-25,High,338100,67620.0,5,22540.0,39,6,0,2,1,1,0,0,0
Electronics,45000,2,90000,33,Male,South,Consumer,1,29,Positive,2022,5,2,5,1,281,90000,45000,0,0,2.4166666666666665,0,0,0,1,26-35,High,321000,80250.0,4,10700.0,30,4,1,2,0,2,0,1,0
Electronics,45000,4,180000,61,Female,South,Consumer,1,8,Negative,2023,7,3,0,0,209,180000,45000,1,0,0.6666666666666666,0,0,0,1,55+,High,256000,85333.33,3,28444.444444444445,29,5,0,2,0,0,0,4,0
Electronics,70000,5,350000,43,Female,North,Small Business,0,29,Neutral,2023,6,2,3,0,92,350000,70000,1,0,2.4166666666666665,0,0,0,0,36-45,Premium,498500,71214.29,7,16616.666666666668,39,6,0,1,2,1,0,2,3
Electronics,70000,5,350000,25,Female,East,Corporate,1,2,Neutral,2021,4,2,5,1,315,350000,70000,1,0,0.16666666666666666,1,0,0,1,18-25,Premium,398000,199000.0,2,132666.66666666666,32,5,0,0,1,1,0,0,3
Electronics,12000,2,24000,35,Male,North,Corporate,0,36,Neutral,2021,12,4,6,1,72,24000,12000,0,0,3.0,0,1,0,0,26-35,Medium,910000,101111.11,9,24594.594594594593,34,4,1,1,1,1,0,1,2
Electronics,12000,1,12000,35,Male,East,Corporate,1,35,Neutral,2023,11,4,6,1,186,12000,12000,0,0,2.9166666666666665,0,0,0,1,26-35,Medium,417400,83480.0,5,11594.444444444445,25,5,1,0,1,1,0,1,2
Electronics,3000,1,3000,55,Male,West,Consumer,0,22,Neutral,2023,11,4,3,0,253,3000,3000,0,0,1.8333333333333333,0,0,0,1,46-55,Low,84000,21000.0,4,3652.1739130434785,39,6,1,3,0,1,0,3,1
Electronics,25000,4,100000,39,Male,East,Corporate,0,39,Positive,2022,3,1,4,0,273,100000,25000,0,0,3.25,0,1,0,1,36-45,Medium,410000,82000.0,5,10250.0,41,7,1,0,1,2,0,2,2
Electronics,25000,3,75000,29,Male,North,Small Business,0,24,Positive,2022,1,1,1,0,193,75000,25000,0,0,2.0,0,0,0,1,26-35,Medium,225000,45000.0,5,9000.0,41,7,1,1,2,2,0,1,2
Office Supplies,100,1,100,32,Female,North,Corporate,0,48,Neutral,2023,7,3,2,0,198,100,100,0,0,4.0,0,1,0,1,26-35,Low,90500,18100.0,5,1846.938775510204,25,5,0,1,1,1,2,1,1
Furniture,12000,2,24000,35,Male,East,Corporate,0,7,Neutral,2020,9,3,2,0,108,24000,12000,0,0,0.5833333333333334,0,0,0,0,26-35,Medium,124500,41500.0,3,15562.5,25,5,1,0,1,1,1,1,2
Furniture,8000,3,24000,63,Male,West,Consumer,0,16,Neutral,2022,3,1,6,1,328,24000,8000,0,0,1.3333333333333333,0,0,0,1,55+,Low,197000,49250.0,4,11588.235294117647,39,6,1,3,0,1,1,4,1
Office Supplies,100,3,300,40,Female,North,Small Business,1,42,Positive,2020,12,4,1,0,177,300,100,0,0,3.5,0,1,0,0,36-45,Low,303700,60740.0,5,7062.790697674419,30,4,0,1,2,2,2,2,1
Electronics,70000,2,140000,26,Male,West,Small Business,0,6,Neutral,2020,8,3,2,0,26,140000,70000,1,0,0.5,1,0,1,0,26-35,Premium,158000,52666.67,3,22571.428571428572,32,5,1,3,2,1,0,1,3
Electronics,70000,2,140000,40,Male,South,Consumer,0,20,Neutral,2022,9,3,0,0,352,140000,70000,1,0,1.6666666666666667,0,0,0,1,36-45,Premium,143000,71500.0,2,6809.523809523809,25,5,1,2,0,1,0,2,3
Electronics,3000,5,15000,41,Female,West,Corporate,0,23,Neutral,2021,12,4,0,0,206,15000,3000,0,0,1.9166666666666667,0,0,0,1,36-45,Low,135000,33750.0,4,5625.0,39,6,0,3,1,1,0,2,1
Electronics,15000,4,60000,27,Male,South,Corporate,0,9,Neutral,2023,4,2,5,1,287,60000,15000,0,0,0.75,0,0,0,1,26-35,Medium,277000,46166.67,6,27700.0,27,4,1,2,1,1,0,1,2
Office Supplies,100,1,100,59,Female,South,Small Business,0,21,Neutral,2023,5,2,5,1,344,100,100,0,0,1.75,0,0,0,1,55+,Low,140400,46800.0,3,6381.818181818182,27,4,0,2,2,1,2,4,1
Furniture,8000,4,32000,28,Female,South,Small Business,0,4,Negative,2021,8,3,1,0,334,32000,8000,0,0,0.3333333333333333,1,0,0,1,26-35,Low,629000,89857.14,7,125800.0,40,6,0,2,2,0,1,1,1
Electronics,70000,2,140000,51,Male,North,Corporate,0,32,Neutral,2023,7,3,6,1,207,140000,70000,1,0,2.6666666666666665,0,0,0,1,46-55,Premium,339100,48442.86,7,10275.757575757576,25,5,1,1,1,1,0,3,3
Furniture,12000,4,48000,56,Male,South,Corporate,1,3,Positive,2022,11,4,6,1,91,48000,12000,0,0,0.25,1,0,0,0,55+,Medium,72000,36000.0,2,18000.0,41,7,1,2,1,2,1,4,2
Electronics,45000,3,135000,35,Female,South,Consumer,0,47,Neutral,2020,11,4,2,0,57,135000,45000,1,0,3.9166666666666665,0,1,0,0,26-35,High,260100,86700.0,3,5418.75,32,5,0,2,0,1,0,1,0
Office Supplies,100,5,500,51,Female,East,Small Business,0,6,Neutral,2022,7,3,0,0,24,500,100,0,0,0.5,1,0,1,0,46-55,Low,96500,32166.67,3,13785.714285714286,34,4,0,0,2,1,2,3,1
Electronics,25000,2,50000,38,Female,West,Small Business,0,24,Neutral,2022,2,1,4,0,13,50000,25000,0,0,2.0,0,0,1,0,36-45,Medium,755300,94412.5,8,30212.0,32,5,0,3,2,1,0,2,2
Furniture,12000,2,24000,53,Female,South,Consumer,0,13,Positive,2023,5,2,1,0,89,24000,12000,0,0,1.0833333333333333,0,0,0,0,46-55,Medium,118000,39333.33,3,8428.57142857143,27,3,0,2,0,2,1,3,2
Electronics,25000,1,25000,18,Female,West,Corporate,0,39,Negative,2020,2,1,0,0,196,25000,25000,0,0,3.25,0,1,0,1,18-25,Medium,407000,81400.0,5,10175.0,40,6,0,3,1,0,0,0,2
Furniture,8000,3,24000,55,Female,East,Consumer,0,15,Negative,2021,10,4,4,0,220,24000,8000,0,0,1.25,0,0,0,1,46-55,Low,514400,102880.0,5,32150.0,40,6,0,0,0,0,1,3,1
Electronics,25000,1,25000,42,Male,West,Corporate,0,10,Neutral,2022,5,2,5,1,256,25000,25000,0,0,0.8333333333333334,0,0,0,1,36-45,Medium,306000,76500.0,4,27818.18181818182,34,4,1,3,1,1,0,2,2
Furniture,8000,3,24000,62,Male,East,Small Business,0,26,Positive,2020,7,3,5,1,330,24000,8000,0,0,2.1666666666666665,0,0,0,1,55+,Low,315000,63000.0,5,11666.666666666666,41,7,1,0,2,2,1,4,1
Electronics,15000,2,30000,33,Male,South,Corporate,0,25,Neutral,2021,11,4,0,0,57,30000,15000,0,0,2.0833333333333335,0,0,0,0,26-35,Medium,350500,50071.43,7,13480.76923076923,34,4,1,2,1,1,0,1,2
Office Supplies,100,3,300,32,Female,East,Corporate,0,28,Negative,2021,5,2,0,0,43,300,100,0,0,2.3333333333333335,0,0,0,0,26-35,Low,328600,82150.0,4,11331.034482758621,40,6,0,0,1,0,2,1,1
Electronics,3000,4,12000,18,Male,South,Corporate,0,35,Negative,2021,12,4,4,0,80,12000,3000,0,0,2.9166666666666665,0,0,0,0,18-25,Low,12200,6100.0,2,338.8888888888889,40,6,1,2,1,0,0,0,1
Electronics,45000,5,225000,22,Male,West,Corporate,1,3,Positive,2022,6,2,0,0,304,225000,45000,1,0,0.25,1,0,0,1,18-25,High,915000,183000.0,5,228750.0,30,4,1,3,1,2,0,0,0
Electronics,45000,4,180000,57,Male,East,Consumer,0,19,Negative,2020,1,1,5,1,148,180000,45000,1,0,1.5833333333333333,0,0,0,0,55+,High,298000,74500.0,4,14900.0,40,6,1,0,0,0,0,4,0
Electronics,15000,5,75000,31,Female,East,Corporate,0,22,Positive,2021,7,3,1,0,355,75000,15000,0,0,1.8333333333333333,0,0,0,1,26-35,Medium,766000,127666.67,6,33304.34782608696,41,7,0,0,1,2,0,1,2
Electronics,25000,4,100000,62,Female,East,Consumer,0,50,Positive,2022,2,1,5,1,225,100000,25000,0,0,4.166666666666667,0,1,0,1,55+,Medium,262400,43733.33,6,5145.098039215686,41,7,0,0,0,2,0,4,2
Electronics,25000,4,100000,34,Female,North,Small Business,0,35,Neutral,2021,8,3,2,0,86,100000,25000,0,0,2.9166666666666665,0,0,0,0,26-35,Medium,124000,41333.33,3,3444.4444444444443,39,6,0,1,2,1,0,1,2
Electronics,12000,3,36000,51,Male,North,Small Business,0,16,Neutral,2023,8,3,2,0,354,36000,12000,0,0,1.3333333333333333,0,0,0,1,46-55,Medium,654000,81750.0,8,38470.58823529412,25,5,1,1,2,1,0,3,2
Electronics,3000,2,6000,21,Male,South,Small Business,0,19,Neutral,2021,1,1,1,0,241,6000,3000,0,0,1.5833333333333333,0,0,0,1,18-25,Low,168500,33700.0,5,8425.0,27,4,1,2,2,1,0,0,1
Office Supplies,100,2,200,25,Male,West,Small Business,0,55,Neutral,2022,9,3,3,0,274,200,100,0,0,4.583333333333333,0,1,0,1,18-25,Low,486200,81033.33,6,8682.142857142857,32,5,1,3,2,1,2,0,1
Electronics,15000,4,60000,61,Female,East,Consumer,0,6,Neutral,2020,4,2,6,1,98,60000,15000,0,0,0.5,1,0,0,0,55+,Medium,605000,121000.0,5,86428.57142857143,39,6,0,0,0,1,0,4,2
Electronics,70000,1,70000,18,Male,South,Consumer,1,42,Neutral,2022,1,1,3,0,105,70000,70000,0,0,3.5,0,1,0,0,18-25,Premium,502000,83666.67,6,11674.418604651162,27,4,1,2,0,1,0,0,3
Office Supplies,100,3,300,48,Female,South,Consumer,0,49,Positive,2020,3,1,0,0,60,300,100,0,0,4.083333333333333,0,1,0,0,46-55,Low,327600,54600.0,6,6552.0,41,7,0,2,0,2,2,3,1
Electronics,70000,1,70000,34,Male,North,Small Business,0,51,Negative,2021,7,3,4,0,250,70000,70000,0,0,4.25,0,1,0,1,26-35,Premium,219400,54850.0,4,4219.2307692307695,40,6,1,1,2,0,0,1,3
Electronics,3000,5,15000,43,Female,West,Corporate,0,21,Neutral,2021,2,1,6,1,284,15000,3000,0,0,1.75,0,0,0,1,36-45,Low,164100,41025.0,4,7459.090909090909,27,4,0,3,1,1,0,2,1
Electronics,15000,2,30000,38,Female,East,Corporate,1,36,Negative,2020,5,2,2,0,92,30000,15000,0,0,3.0,0,1,0,0,36-45,Medium,102200,17033.33,6,2762.162162162162,29,5,0,0,1,0,0,2,2
Furniture,8000,5,40000,41,Male,South,Small Business,1,25,Positive,2020,9,3,2,0,50,40000,8000,0,0,2.0833333333333335,0,0,0,0,36-45,Low,139000,46333.33,3,5346.153846153846,41,7,1,2,2,2,1,2,1
Office Supplies,100,3,300,34,Male,South,Small Business,1,43,Neutral,2022,8,3,4,0,26,300,100,0,0,3.5833333333333335,0,1,1,0,26-35,Low,404500,57785.71,7,9193.181818181818,27,4,1,2,2,1,2,1,1
Electronics,15000,1,15000,33,Male,South,Corporate,0,7,Neutral,2020,12,4,1,0,358,15000,15000,0,0,0.5833333333333334,0,0,0,1,26-35,Medium,738300,105471.43,7,92287.5,32,5,1,2,1,1,0,1,2
Electronics,12000,1,12000,62,Female,East,Small Business,0,53,Negative,2022,8,3,2,0,124,12000,12000,0,0,4.416666666666667,0,1,0,0,55+,Medium,465000,77500.0,6,8611.111111111111,40,6,0,0,2,0,0,4,2
Electronics,12000,4,48000,31,Male,East,Corporate,0,16,Negative,2023,1,1,0,0,44,48000,12000,0,0,1.3333333333333333,0,0,0,0,26-35,Medium,308000,61600.0,5,18117.647058823528,40,6,1,0,1,0,0,1,2
Electronics,70000,5,350000,29,Male,North,Consumer,0,10,Negative,2021,4,2,6,1,351,350000,70000,1,0,0.8333333333333334,0,0,0,1,26-35,Premium,736100,184025.0,4,66918.18181818182,40,6,1,1,0,0,0,1,3
Electronics,25000,5,125000,35,Male,West,Small Business,0,1,Positive,2022,7,3,2,0,270,125000,25000,1,0,0.08333333333333333,1,0,0,1,26-35,Medium,898000,112250.0,8,449000.0,27,3,1,3,2,2,0,1,2
Electronics,15000,1,15000,20,Male,North,Corporate,0,56,Neutral,2022,8,3,6,1,256,15000,15000,0,0,4.666666666666667,0,1,0,1,18-25,Medium,425000,141666.67,3,7456.140350877193,39,6,1,1,1,1,0,0,2
Electronics,3000,3,9000,21,Female,North,Corporate,1,53,Negative,2022,7,3,4,0,137,9000,3000,0,0,4.416666666666667,0,1,0,0,18-25,Low,224000,37333.33,6,4148.148148148148,40,6,0,1,1,0,0,0,1
Office Supplies,100,2,200,31,Male,North,Small Business,0,6,Positive,2023,2,1,1,0,64,200,100,0,0,0.5,1,0,0,0,26-35,Low,146600,36650.0,4,20942.85714285714,41,7,1,1,2,2,2,1,1
Electronics,25000,4,100000,63,Female,North,Small Business,0,19,Neutral,2020,9,3,4,0,6,100000,25000,0,0,1.5833333333333333,0,0,1,0,55+,Medium,251400,50280.0,5,12570.0,32,5,0,1,2,1,0,4,2
Furniture,12000,3,36000,63,Female,West,Small Business,1,28,Neutral,2022,6,2,6,1,354,36000,12000,0,0,2.3333333333333335,0,0,0,1,55+,Medium,37000,9250.0,4,1275.8620689655172,27,4,0,3,2,1,1,4,2
Electronics,15000,4,60000,62,Male,West,Consumer,0,12,Positive,2021,9,3,5,1,220,60000,15000,0,0,1.0,0,0,0,1,55+,Medium,105100,26275.0,4,8084.615384615385,41,7,1,3,0,2,0,4,2
Electronics,3000,2,6000,62,Female,East,Consumer,1,44,Neutral,2020,2,1,4,0,115,6000,3000,0,0,3.6666666666666665,0,1,0,0,55+,Low,185000,46250.0,4,4111.111111111111,34,4,0,0,0,1,0,4,1
Electronics,70000,2,140000,24,Female,North,Consumer,1,40,Positive,2020,5,2,6,1,344,140000,70000,1,0,3.3333333333333335,0,1,0,1,18-25,Premium,375000,125000.0,3,9146.341463414634,27,3,0,1,0,2,0,0,3
Electronics,12000,1,12000,31,Female,East,Consumer,0,32,Neutral,2020,8,3,5,1,314,12000,12000,0,0,2.6666666666666665,0,0,0,1,26-35,Medium,872000,96888.89,9,26424.242424242424,34,4,0,0,0,1,0,1,2
Electronics,15000,5,75000,23,Male,East,Corporate,1,53,Positive,2023,8,3,2,0,277,75000,15000,0,0,4.416666666666667,0,1,0,1,18-25,Medium,121000,40333.33,3,2240.740740740741,27,3,1,0,1,2,0,0,2
Office Supplies,100,1,100,33,Male,West,Small Business,0,57,Neutral,2020,9,3,2,0,192,100,100,0,0,4.75,0,1,0,1,26-35,Low,235400,33628.57,7,4058.6206896551726,32,5,1,3,2,1,2,1,1
Electronics,3000,2,6000,27,Female,West,Consumer,1,30,Neutral,2023,11,4,2,0,137,6000,3000,0,0,2.5,0,0,0,0,26-35,Low,267200,33400.0,8,8619.354838709678,39,6,0,3,0,1,0,1,1
Electronics,12000,2,24000,60,Female,East,Consumer,0,24,Neutral,2021,8,3,4,0,268,24000,12000,0,0,2.0,0,0,0,1,55+,Medium,244000,81333.33,3,9760.0,34,4,0,0,0,1,0,4,2
Furniture,12000,5,60000,61,Male,East,Small Business,1,8,Neutral,2021,1,1,6,1,89,60000,12000,0,0,0.6666666666666666,0,0,0,0,55+,Medium,240400,80133.33,3,26711.11111111111,39,6,1,0,2,1,1,4,2
Electronics,70000,5,350000,20,Male,East,Consumer,0,43,Neutral,2020,1,1,0,0,282,350000,70000,1,0,3.5833333333333335,0,1,0,1,18-25,Premium,398000,199000.0,2,9045.454545454546,32,5,1,0,0,1,0,0,3
Electronics,70000,3,210000,58,Female,West,Small Business,0,34,Neutral,2023,12,4,5,1,81,210000,70000,1,0,2.8333333333333335,0,0,0,0,55+,Premium,299000,74750.0,4,8542.857142857143,27,4,0,3,2,1,0,4,3
Furniture,12000,3,36000,22,Male,East,Small Business,1,22,Neutral,2021,10,4,6,1,190,36000,12000,0,0,1.8333333333333333,0,0,0,1,18-25,Medium,294000,73500.0,4,12782.608695652174,32,5,1,0,2,1,1,0,2
Electronics,70000,2,140000,27,Male,North,Small Business,0,15,Positive,2023,12,4,4,0,20,140000,70000,1,0,1.25,0,0,1,0,26-35,Premium,340000,113333.33,3,21250.0,30,4,1,1,2,2,0,1,3
Furniture,12000,2,24000,24,Male,South,Corporate,0,15,Neutral,2023,5,2,5,1,284,24000,12000,0,0,1.25,0,0,0,1,18-25,Medium,189000,37800.0,5,11812.5,39,6,1,2,1,1,1,0,2
Electronics,25000,5,125000,49,Male,East,Small Business,0,12,Neutral,2022,12,4,1,0,150,125000,25000,1,0,1.0,0,0,0,0,46-55,Medium,304300,50716.67,6,23407.69230769231,25,5,1,0,2,1,0,3,2
Electronics,12000,1,12000,41,Male,East,Small Business,0,36,Neutral,2020,3,1,4,0,355,12000,12000,0,0,3.0,0,1,0,1,36-45,Medium,96000,32000.0,3,2594.5945945945946,32,5,1,0,2,1,0,2,2
Furniture,8000,2,16000,43,Female,North,Corporate,0,20,Neutral,2021,8,3,6,1,73,16000,8000,0,0,1.6666666666666667,0,0,0,0,36-45,Low,219000,24333.33,9,10428.57142857143,25,5,0,1,1,1,1,2,1
Electronics,15000,3,45000,58,Female,North,Small Business,1,4,Neutral,2021,8,3,2,0,221,45000,15000,0,0,0.3333333333333333,1,0,0,1,55+,Medium,85000,42500.0,2,17000.0,32,5,0,1,2,1,0,4,2
Electronics,45000,4,180000,63,Female,West,Consumer,0,24,Neutral,2022,1,1,1,0,229,180000,45000,1,0,2.0,0,0,0,1,55+,High,668000,111333.33,6,26720.0,25,5,0,3,0,1,0,4,0
Electronics,12000,1,12000,39,Female,North,Small Business,1,8,Positive,2023,1,1,1,0,172,12000,12000,0,0,0.6666666666666666,0,0,0,0,36-45,Medium,62500,12500.0,5,6944.444444444444,27,3,0,1,2,2,0,2,2
Furniture,8000,5,40000,31,Male,South,Corporate,0,4,Neutral,2023,8,3,1,0,160,40000,8000,0,0,0.3333333333333333,1,0,0,0,26-35,Low,426000,106500.0,4,85200.0,32,5,1,2,1,1,1,1,1
